id,sales_per_month,region,locality,x,y,people_iso_3,people_iso_5,people_iso_10,people_iso_15,people_iso_30,type,geometry,index_right,fclass
21955,2915.0,Ленинградская область,Лодейное Поле,33.544414,60.735449,367,2315,8151,15328,19157,train,POINT (33.544414 60.735449),2131386.0,residential
18716,2379.0,Москва,Москва,37.577157,55.66663,599,1706,10553,36739,160316,train,POINT (37.577157 55.66663),762820.0,residential
19980,2632.0,Кызылординская область,Кызылорда,65.531139,44.817928,108,171,1735,6162,31040,train,POINT (65.531139 44.817928),,
19007,2158.0,Ставропольский край,Михайловск,41.982437,45.120759,224,879,1314,5416,6979,train,POINT (41.982437 45.120759),,
11218,2341.0,Волгоградская область,Волгоград,44.561897,48.524633,653,2347,8576,20957,47594,train,POINT (44.561897 48.524633),3704757.0,residential
14477,1926.0,Республика Татарстан,Нижнекамск,51.821473,55.649808,289,289,2601,9826,95611,train,POINT (51.821473 55.649808),5661192.0,residential
10585,1789.0,Московская область,село Сельцо,38.012193,55.571642,0,15,225,790,1769,train,POINT (38.012193 55.571642),759334.0,residential
15505,2696.0,Оренбургская область,Оренбург,55.119284,51.826904,0,280,7020,16522,60706,train,POINT (55.119284 51.826904),4897545.0,residential
25260,3213.0,Москва,Москва,37.510286,55.676297,960,2681,12275,34060,152531,train,POINT (37.510286 55.676297),596180.0,residential
14290,1913.0,Саратовская область,посёлок Тепличный,45.883016,51.480547,2,2496,6915,11387,26956,train,POINT (45.883016 51.480547),,
13138,1533.0,Липецкая область,Липецк,39.547252,52.588948,650,850,11971,36315,130809,train,POINT (39.547252 52.588948),777623.0,residential
17498,2432.0,Ленинградская область,Приозерск,30.119973,61.034806,792,1292,4956,10625,21533,train,POINT (30.119973 61.034806),2573862.0,residential
24304,2683.0,Московская область,деревня Ивино,37.621387,55.283554,0,3,36,222,945,train,POINT (37.621387 55.283554),,
18782,2107.0,Красноярский край,Канск,95.702041,56.232393,0,0,1536,8199,13404,train,POINT (95.702041 56.232393),2807473.0,industrial
3491,3235.0,Санкт-Петербург,Санкт-Петербург,30.257095,60.040889,2157,5616,17399,22967,83251,train,POINT (30.257095 60.040889),2520828.0,residential
22439,2895.0,Тюменская область,Тюмень,65.596563,57.096837,343,3831,18842,33760,132468,train,POINT (65.596563 57.096837),,
18460,2176.0,Санкт-Петербург,Санкт-Петербург,30.37696,59.847437,2035,3998,21795,49610,206428,train,POINT (30.37696 59.847437),2219016.0,residential
2818,2771.0,Чувашская Республика,Чебоксары,47.295107,56.105332,1580,4330,18095,40426,115053,train,POINT (47.295107 56.105332),4752071.0,residential
12809,2442.0,Новосибирская область,Новосибирск,82.792537,54.978791,750,2840,8330,16384,42890,train,POINT (82.792537 54.978791),2920744.0,residential
24400,2426.0,Новгородская область,Великий Новгород,31.238641,58.505873,184,2259,9195,18143,39588,train,POINT (31.238641 58.505873),2559583.0,residential
15324,2585.0,Курская область,Курск,36.165095,51.807804,2028,4746,18193,32082,37921,train,POINT (36.165095 51.807804),915831.0,residential
2794,2729.0,Мурманская область,Апатиты,33.397668,67.565754,1419,3003,13757,37846,61451,train,POINT (33.397668 67.565754),2654958.0,residential
20163,3814.0,Воронежская область,Богучар,40.561136,49.935299,0,60,549,1365,5611,train,POINT (40.561136 49.935299),1778931.0,residential
5273,3177.0,Калининградская область,Калининград,20.465455,54.724261,424,2063,8427,20348,88443,train,POINT (20.465455 54.724261),2508511.0,residential
7125,2704.0,Ивановская область,Иваново,40.971724,57.015962,492,2193,8575,19964,60401,train,POINT (40.971724 57.015962),1668447.0,residential
22216,1932.0,Иркутская область,Иркутск,104.288709,52.281748,1189,2794,7102,14544,64132,train,POINT (104.288709 52.281748),3079429.0,residential
11013,3274.0,Новосибирская область,Черепаново,83.366918,54.220986,80,144,1835,4008,13020,train,POINT (83.366918 54.220986),3623477.0,commercial
10241,2156.0,Москва,Зеленоград,37.145863,55.988739,1620,4819,16747,26386,88412,train,POINT (37.145863 55.988739),601476.0,residential
23660,3141.0,Белгородская область,Белгород,36.570889,50.597259,2,4699,17510,24806,61292,train,POINT (36.570889 50.597259),1570092.0,residential
8675,2148.0,Московская область,Жуковский,38.133672,55.588089,833,4462,14234,20579,44873,train,POINT (38.133672 55.588089),829365.0,residential
20604,2722.0,Республика Дагестан,Кизляр,46.708585,43.846548,395,1185,3433,7925,28800,train,POINT (46.708585 43.846548),2020843.0,residential
10368,2130.0,Санкт-Петербург,посёлок Парголово,30.333664,60.081115,2897,7583,18243,49244,153876,train,POINT (30.333664 60.081115),2230645.0,residential
20525,3060.0,Республика Крым,Симферополь,34.113918,44.952916,824,1908,7560,15269,81170,train,POINT (34.113918 44.952916),1868590.0,residential
360,2484.0,Иркутская область,Байкальск,104.149987,51.523341,52,448,2952,7615,13831,train,POINT (104.149987 51.523341),,
6721,1884.0,Краснодарский край,Краснодар,39.087298,44.99794,2009,2009,2009,13071,82012,train,POINT (39.087298 44.99794),3961941.0,residential
16069,3099.0,Республика Крым,Симферополь,34.123018,44.950544,448,1104,8411,22484,66844,train,POINT (34.123018 44.950544),1841864.0,residential
21242,2155.0,Московская область,Подольск,37.587344,55.455877,770,1437,3890,4657,5358,train,POINT (37.587344 55.455877),713713.0,residential
13291,2727.0,Москва,Зеленоград,37.162809,55.973924,346,4182,15115,39314,129279,train,POINT (37.162809 55.973924),604835.0,residential
20751,2417.0,Ростовская область,Таганрог,38.896136,47.205258,240,452,7827,18803,37985,train,POINT (38.896136 47.205258),,
12162,1689.0,Тюменская область,Тюмень,65.598033,57.176888,845,1888,3789,4564,23933,train,POINT (65.598033 57.176888),4381149.0,residential
9622,2961.0,Брестская область,Брест,23.724247,52.067314,1035,4922,14463,24903,64070,train,POINT (23.724247 52.067314),,
10826,1879.0,Московская область,Сергиев Посад,38.155982,56.326174,0,3031,9799,17894,64644,train,POINT (38.155982 56.326174),1659728.0,residential
6250,3189.0,Тверская область,Осташков,33.118293,57.141355,216,432,7245,11922,16736,train,POINT (33.118293 57.141355),621361.0,retail
1673,2723.0,Московская область,Подольск,37.506439,55.36602,0,300,3003,10420,23544,train,POINT (37.506439 55.36602),754739.0,residential
7015,2664.0,Красноярский край,село Партизанское,94.396228,55.496843,6,81,258,982,2288,train,POINT (94.396228 55.496843),,
23234,1968.0,Республика Дагестан,село Зубутли-Миатли,46.811904,43.196872,64,204,1946,5074,11126,train,POINT (46.811904 43.196872),2092622.0,residential
18345,2287.0,Московская область,Видное,37.722059,55.543006,2980,6678,18806,44453,109286,train,POINT (37.722059 55.543006),1797866.0,residential
8677,1491.0,Смоленская область,Смоленск,32.018476,54.777564,1427,2665,12932,29196,97106,train,POINT (32.018476 54.777564),663724.0,residential
4550,3085.0,Новгородская область,деревня Григорово,31.218117,58.550722,103,335,5968,17111,55079,train,POINT (31.218117 58.550722),,
2283,2138.0,Брянская область,Дятьково,34.340254,53.590172,878,1308,4768,13319,23057,train,POINT (34.340254 53.590172),1019092.0,residential
5020,3284.0,Воронежская область,Воронеж,39.20275,51.728688,1605,6337,12114,13127,27825,train,POINT (39.20275 51.728688),941223.0,residential
16295,2700.0,Московская область,Ликино-Дулёво,38.958676,55.734723,988,4550,8985,10933,13517,train,POINT (38.958676 55.734723),1711588.0,residential
8557,1695.0,Республика Крым,село Солнечное,35.347066,45.049884,0,395,1145,3088,18666,train,POINT (35.347066 45.049884),,
25773,3638.0,Москва,Москва,37.774939,55.662095,1025,5042,25340,53058,171292,train,POINT (37.774939 55.662095),720387.0,residential
11060,3164.0,Белгородская область,Белгород,36.552902,50.563532,1488,3025,11788,21078,106460,train,POINT (36.552902 50.563532),685428.0,residential
21385,2634.0,Волгоградская область,Волгоград,44.437241,48.576403,550,1620,3767,7290,16360,train,POINT (44.437241 48.576403),3707638.0,residential
11574,2001.0,Московская область,Можайск,36.027932,55.504919,335,1448,6516,16217,25791,train,POINT (36.027932 55.504919),,
25609,2658.0,Минск,Минск,27.679357,53.881811,20,1892,11739,28536,68381,train,POINT (27.679357 53.881811),69557.0,residential
10025,3219.0,Московская область,Домодедово,37.893935,55.272065,0,0,100,2096,7712,train,POINT (37.893935 55.272065),630244.0,industrial
25675,2008.0,Нижегородская область,Балахна,43.551873,56.509323,744,746,1672,4186,23577,train,POINT (43.551873 56.509323),,
601,2251.0,Ставропольский край,село Красногвардейское,41.528487,45.853123,0,3,48,202,1809,train,POINT (41.528487 45.853123),2022526.0,forest
1563,1968.0,Самарская область,посёлок городского типа Мирный,50.268394,53.511804,425,1794,9018,11285,14842,train,POINT (50.268394 53.511804),5149984.0,residential
6123,2172.0,Московская область,Можайск,36.020409,55.505977,0,1953,5956,9060,24517,train,POINT (36.020409 55.505977),,
3910,2765.0,Московская область,деревня Щемилово,38.081235,55.804699,629,3060,3156,5391,9622,train,POINT (38.081235 55.804699),876045.0,residential
1764,2631.0,Московская область,Люберцы,37.910823,55.701917,969,4144,16862,35111,152305,train,POINT (37.910823 55.701917),1715768.0,residential
8531,2477.0,Свердловская область,Новоуральск,60.091647,57.237024,122,976,7038,11930,45919,train,POINT (60.091647 57.237024),,
17058,2073.0,Кемеровская область,Новокузнецк,87.164412,53.757782,0,2664,13782,23497,83576,train,POINT (87.164412 53.757782),3381503.0,residential
12947,2127.0,Ростовская область,Таганрог,38.912466,47.259109,0,1529,8600,20366,61708,train,POINT (38.912466 47.259109),,
25625,1797.0,Республика Саха (Якутия),Якутск,129.718252,62.046936,548,1289,3966,13190,90157,train,POINT (129.718252 62.046936),1994175.0,residential
22158,2891.0,Московская область,Люберцы,37.91855,55.692053,2160,5160,20920,37739,114779,train,POINT (37.91855 55.692053),669163.0,residential
6860,4023.0,Москва,Москва,37.562946,55.796653,1349,4269,21440,46104,147605,train,POINT (37.562946 55.796653),595925.0,residential
7148,2213.0,Тюменская область,посёлок Горноправдинск,69.920393,60.062654,3,391,2304,4103,5997,train,POINT (69.920393 60.062654),,
13056,2035.0,Краснодарский край,Усть-Лабинск,39.712784,45.219744,24,60,1486,4935,18652,train,POINT (39.712784 45.219744),3715247.0,residential
9422,2144.0,Ставропольский край,Ессентуки,42.848311,44.061612,0,0,2240,7741,15385,train,POINT (42.848311 44.061612),,
10568,3909.0,Пермский край,Чайковский,54.16263,56.746809,432,2954,6594,11204,13629,train,POINT (54.16263 56.746809),4659811.0,residential
15956,2757.0,Тюменская область,Ноябрьск,75.453157,63.193023,664,2182,11512,26003,71524,train,POINT (75.453157 63.193023),4145731.0,residential
1836,2128.0,Курская область,рабочий посёлок имени Карла Либкнехта,35.491046,51.626834,264,1344,2309,3870,5639,train,POINT (35.491046 51.626834),885401.0,residential
3671,1651.0,Белгородская область,Старый Оскол,37.893275,51.321471,292,1174,5638,14084,83708,train,POINT (37.893275 51.321471),764550.0,residential
22150,1775.0,Курганская область,Далматово,62.929584,56.260986,178,186,5172,8126,10703,train,POINT (62.929584 56.260986),4560543.0,residential
19529,3494.0,Кемеровская область,посёлок городского типа Промышленная,85.63466,54.909817,0,0,786,2167,8885,train,POINT (85.63466 54.909817),3463488.0,residential
20107,2737.0,Ленинградская область,посёлок Новогорелово,30.16939,59.790362,502,2125,11898,15378,41429,train,POINT (30.16939 59.790362),2482317.0,residential
18760,2766.0,Республика Крым,Симферополь,34.100342,44.949336,258,1161,8474,19546,68705,train,POINT (34.100342 44.949336),1839719.0,residential
14761,2767.0,Республика Татарстан,село Песчаные Ковали,49.140047,55.625679,0,0,66,1983,4735,train,POINT (49.140047 55.625679),,
21967,2877.0,Воронежская область,Воронеж,39.147893,51.692533,0,582,7509,13078,90719,train,POINT (39.147893 51.692533),,
5479,2697.0,Алтайский край,Бийск,85.136167,52.516827,538,1793,9136,15645,61830,train,POINT (85.136167 52.516827),,
21895,3251.0,Алтайский край,Белокуриха,84.986566,51.99913,1085,2018,5590,8430,13097,train,POINT (84.986566 51.99913),,
9071,2166.0,Воронежская область,Воронеж,39.31128,51.740491,1873,3147,10716,13700,18268,train,POINT (39.31128 51.740491),873014.0,residential
4835,2277.0,Республика Мордовия,Саранск,45.144793,54.16632,272,447,3309,12203,60131,train,POINT (45.144793 54.16632),4672150.0,residential
17258,3197.0,Камчатский край,Петропавловск-Камчатский,158.630186,53.059825,0,779,11039,21941,52870,train,POINT (158.630186 53.059825),1878714.0,residential
8356,3114.0,город республиканского значения Байконур,Байконур,63.29645,45.61798,144,922,11866,19219,27140,train,POINT (63.29645 45.61798),544764.0,residential
15793,1508.0,Краснодарский край,Ейск,38.282647,46.712739,316,735,3850,8575,26857,train,POINT (38.282647 46.712739),4014703.0,residential
18130,3334.0,Московская область,рабочий посёлок Большие Вязёмы,37.004284,55.629461,1032,2364,4736,6062,13624,train,POINT (37.004284 55.629461),678622.0,residential
3932,2331.0,Москва,Москва,37.824773,55.774391,1769,7870,17834,34213,86793,train,POINT (37.824773 55.774391),714621.0,residential
8905,1829.0,Пермский край,село Гамово,56.098704,57.870237,0,602,3851,4472,7446,train,POINT (56.098704 57.870237),4846553.0,residential
18033,2959.0,Московская область,Старая Купавна,38.185218,55.805103,340,1520,5710,14036,25580,train,POINT (38.185218 55.805103),1697373.0,residential
13949,2057.0,Республика Карелия,Петрозаводск,34.335431,61.80795,0,691,9480,19872,61376,train,POINT (34.335431 61.80795),2132951.0,residential
328,2773.0,Тюменская область,Ханты-Мансийск,69.01825,60.972579,493,2078,7944,15259,19614,train,POINT (69.01825 60.972579),4583589.0,residential
14003,3087.0,Калужская область,Калуга,36.176873,54.50118,308,3409,7754,15526,26532,train,POINT (36.176873 54.50118),1300492.0,residential
21506,1929.0,Пермский край,посёлок городского типа Звёздный,56.320378,57.734869,613,1217,3908,6725,7549,train,POINT (56.320378 57.734869),4744149.0,residential
10780,1953.0,Ростовская область,село Кулешовка,39.53551,47.079782,403,1814,5491,8778,10779,train,POINT (39.53551 47.079782),3676164.0,residential
22509,1479.0,Московская область,деревня Авдотьино,37.724346,55.427566,33,66,339,1366,10503,train,POINT (37.724346 55.427566),1424581.0,residential
21131,2995.0,Тверская область,Ржев,34.326876,56.248085,122,699,5757,9318,20188,train,POINT (34.326876 56.248085),631858.0,residential
9686,2102.0,Республика Татарстан,посёлок железнодорожной станции Высокая Гора,49.303603,55.930221,0,0,713,4114,6978,train,POINT (49.303603 55.930221),,
20849,3053.0,Псковская область,деревня Родина,28.278336,57.826599,706,2487,8154,12605,60893,train,POINT (28.278336 57.826599),2157653.0,residential
18341,1944.0,Республика Крым,посёлок городского типа Гвардейское,34.026338,45.115714,0,0,34,856,4901,train,POINT (34.026338 45.115714),,
20068,3396.0,Тюменская область,Югорск,63.335935,61.311915,692,1615,5938,14567,30389,train,POINT (63.335935 61.311915),4532538.0,residential
24470,2517.0,Московская область,Солнечногорск,36.969404,56.18487,2,42,1012,2610,29557,train,POINT (36.969404 56.18487),,
23461,2838.0,Тверская область,Бежецк,36.693751,57.792379,584,1193,4321,12029,22022,train,POINT (36.693751 57.792379),1573884.0,residential
23833,1743.0,Красноярский край,Красноярск,92.947169,56.068827,648,907,1575,17414,80485,train,POINT (92.947169 56.068827),2893330.0,residential
11202,1606.0,Республика Крым,Бахчисарай,33.841954,44.739529,0,1642,7841,11788,16284,train,POINT (33.841954 44.739529),1840303.0,residential
3194,2140.0,Москва,Москва,37.83863,55.700182,1106,1658,7654,12531,71639,train,POINT (37.83863 55.700182),1220569.0,residential
15917,2421.0,Ульяновская область,Димитровград,49.603903,54.209522,1146,4911,16357,27982,45322,train,POINT (49.603903 54.209522),4636134.0,residential
11742,1861.0,Курская область,Курск,36.180019,51.766433,0,675,5037,12438,51811,train,POINT (36.180019 51.766433),717908.0,residential
24937,2991.0,Ульяновская область,Ульяновск,48.585555,54.387618,0,2380,15664,36120,107093,train,POINT (48.585555 54.387618),4766097.0,residential
9458,1552.0,Смоленская область,село Новодугино,34.297234,55.630798,0,16,75,365,1697,train,POINT (34.297234 55.630798),,
17398,2466.0,Красноярский край,посёлок городского типа Емельяново,92.673509,56.17304,2,16,183,801,5995,train,POINT (92.673509 56.17304),3339982.0,residential
6525,2393.0,Ставропольский край,Ставрополь,41.930097,45.05944,1904,5034,20128,37875,59035,train,POINT (41.930097 45.05944),2099383.0,commercial
18185,2706.0,Московская область,рабочий посёлок Лесной,37.927182,56.078635,1155,3967,6023,8250,12919,train,POINT (37.927182 56.078635),1338427.0,residential
15590,2877.0,Московская область,Жуковский,38.112468,55.598477,397,1283,6885,16380,81372,train,POINT (38.112468 55.598477),832130.0,residential
14749,2196.0,Московская область,село Шугарово,37.983786,55.054227,776,3161,5056,5059,5263,train,POINT (37.983786 55.054227),1799269.0,residential
15047,1283.0,Волгоградская область,Суровикино,42.852163,48.6065,0,0,176,1648,11035,train,POINT (42.852163 48.6065),3674567.0,residential
2295,2812.0,Омская область,Омск,73.346651,54.946849,836,1622,5128,7627,26376,train,POINT (73.346651 54.946849),3491045.0,residential
4541,2930.0,Республика Татарстан,Казань,49.181088,55.744804,508,2854,17507,24432,107846,train,POINT (49.181088 55.744804),4667677.0,residential
24722,1930.0,Москва,Москва,37.65719,55.683903,1160,3375,9137,23622,97462,train,POINT (37.65719 55.683903),596542.0,residential
23672,1672.0,Ставропольский край,Будённовск,44.177491,44.793542,513,1015,5387,9497,25130,train,POINT (44.177491 44.793542),2021295.0,residential
15025,1669.0,Воронежская область,Воронеж,39.29346,51.736274,768,4003,5574,6246,21081,train,POINT (39.29346 51.736274),1438650.0,residential
3437,1893.0,Московская область,Подольск,37.531172,55.427188,420,695,5098,26657,87008,train,POINT (37.531172 55.427188),1757106.0,residential
22866,2613.0,Липецкая область,Липецк,39.508432,52.581096,240,3165,15096,39791,89580,train,POINT (39.508432 52.581096),777618.0,residential
25158,2255.0,Республика Крым,Красноперекопск,33.789668,45.961859,5,538,6506,11052,20400,train,POINT (33.789668 45.961859),1841432.0,residential
2325,2323.0,Минск,Минск,27.420486,53.89094,528,3106,14395,25664,84543,train,POINT (27.420486 53.89094),180163.0,residential
21750,1602.0,Московская область,Воскресенск,38.681285,55.323249,312,1942,5506,8735,25527,train,POINT (38.681285 55.323249),1587627.0,residential
12555,1859.0,Московская область,посёлок Дорохово,36.381592,55.54229,45,207,342,909,2518,train,POINT (36.381592 55.54229),,
5288,1839.0,Челябинская область,село Кременкуль,61.164446,55.191294,0,24,358,1519,3378,train,POINT (61.164446 55.191294),4603174.0,retail
11034,2672.0,Республика Башкортостан,Стерлитамак,55.915578,53.629075,1082,3774,10763,40242,151984,train,POINT (55.915578 53.629075),5487900.0,residential
5486,2391.0,Санкт-Петербург,Санкт-Петербург,30.221482,60.000726,1715,1715,18392,50779,190724,train,POINT (30.221482 60.000726),2615716.0,residential
8786,2441.0,Саратовская область,Аткарск,44.9977,51.8736,259,1069,2875,5789,14457,train,POINT (44.9977 51.8736),4883048.0,residential
5153,3166.0,Приморский край,Находка,132.891118,42.84795,0,1533,5310,10235,30459,train,POINT (132.891118 42.84795),,
11501,2424.0,Краснодарский край,посёлок городского типа Мостовской,40.790421,44.427227,0,166,1445,2793,7264,train,POINT (40.790421 44.427227),,
15963,2869.0,Москва,Москва,37.524881,55.739204,397,1245,8355,14194,46689,train,POINT (37.524881 55.739204),1425009.0,residential
10071,3888.0,Воронежская область,рабочий посёлок Рамонь,39.335973,51.91304,0,10,1286,3307,6331,train,POINT (39.335973 51.91304),,
10056,2397.0,Республика Бурятия,Закаменск,103.28744,50.374814,0,983,4980,8786,10812,train,POINT (103.28744 50.374814),,
25137,2535.0,Ростовская область,Ростов-на-Дону,39.683644,47.239645,455,1494,3180,14748,83725,train,POINT (39.683644 47.239645),,
23099,3113.0,Ростовская область,село Кулешовка,39.538139,47.082125,9,87,4798,8305,11382,train,POINT (39.538139 47.082125),3676161.0,residential
22443,2338.0,Брянская область,Брянск,34.448674,53.209846,532,2022,7725,13745,36332,train,POINT (34.448674 53.209846),1738744.0,residential
20185,2570.0,Ставропольский край,Пятигорск,43.050687,44.03505,1075,1787,5014,9289,47127,train,POINT (43.050687 44.03505),2123242.0,residential
13660,2031.0,Санкт-Петербург,посёлок Шушары,30.371265,59.810999,1557,7092,33162,54041,67402,train,POINT (30.371265 59.810999),2185198.0,residential
19120,2074.0,Ростовская область,Ростов-на-Дону,39.780638,47.222856,0,0,1368,15398,28365,train,POINT (39.780638 47.222856),4076378.0,residential
8500,2294.0,Москва,Москва,37.823906,55.718983,0,4682,19768,37816,96928,train,POINT (37.823906 55.718983),596598.0,residential
26014,2715.0,Кировская область,Киров,49.640386,58.5889,693,2314,14933,31929,97415,train,POINT (49.640386 58.5889),4758087.0,residential
11962,3377.0,Республика Крым,посёлок городского типа Партенит,34.345338,44.574779,0,170,2276,6111,8776,train,POINT (34.345338 44.574779),,
465,2235.0,Республика Крым,Симферополь,34.113685,44.948869,119,1160,4161,13628,65842,train,POINT (34.113685 44.948869),1839913.0,residential
17681,2422.0,Московская область,деревня Юрлово,37.257195,55.905311,3,3,994,1692,2854,train,POINT (37.257195 55.905311),,
13719,3263.0,Пензенская область,Пенза,45.069798,53.18372,550,2796,5696,10252,32645,train,POINT (45.069798 53.18372),,
16737,1947.0,Брестская область,Брест,23.66405,52.092321,283,1486,4008,4382,25813,train,POINT (23.66405 52.092321),,
22945,3024.0,Москва,Москва,37.740354,55.610372,1108,5646,17748,50105,212545,train,POINT (37.740354 55.610372),596568.0,residential
11632,2371.0,Московская область,Озёры,38.564361,54.853117,80,80,3406,5210,11182,train,POINT (38.564361 54.853117),713121.0,residential
